saupNo,saupNm,proStage,maxDigDepth,no
20190163,금남로 오피스텔 신축공사,승인요청,37.95,353
20190164,국민건강보험공단 부산사하지사 신축설계,승인요청,11.00,354
20190165,제주시 연동 1454외 4필지 복합시설 신축공사,제출완료,15.54,355
20190166,"칠성원, 경명, 상가 시장정비사업",검토 및 현지조사 의뢰,30.80,356
20190167,대구광역시 중구 삼덕동2가 와이즈타워 주거복합 신축공사,검토 및 현지조사 의뢰,20.85,357
20190168,전라남도 여수시 신기동 공동주택 신축공사,제출완료,15.00,358
20190169,목포석현도룡지구 지역주택조합 공동주택 신축공사,제출완료,19.46,359
20190170,울산광역시 중구 우정동 복합시설 신축설계,제출완료,19.00,360
20190171,대구역 센트럴포스시티주상복합 신축공사,승인요청,18.06,361
20190172,사직1-6지구 주택재건축정비사업에 따른 지하안전영향평가 용역,협의요청,29.00,362
20190173,김해 율하 솔리비오 메디컬타워 신축공사,제출완료,19.90,363
20190174,진해구 경화동 실버주거타운 및 의료시설 건립공사,제출완료,14.08,364
20190175,천안주공4단지 주택재건축 정비사업,제출완료,13.00,365
20190176,속초시 교동 656-17 주상복합 계획안,사업 등록 완료,16.85,366
20190177,광주광역시 백운동 주상복합 신축공사 소규모 지하안전영향평가,제출완료,13.30,367
20190179,대구 북구 고성동 주상복합 (ALT-4) 신축공사,승인요청,19.70,368
20190180,"경기도 고양시 원흥지구 상업용지 4-4, 5BL 오피스텔 신축사업",승인요청,27.23,369
20190181,하남 미사 더리브 스마트시티 신축공사,승인요청,19.96,370
20190182,대현2동강변 주택재건축정비사업 소규모지하안전영향평가,협의요청,15.85,371
20190183,생활형숙박시설 신축사업,제출완료,24.10,372
20190184,도남정수장확장공사,제출완료,19.90,373
20190185,세종시 1-5생활권 상업업무용지 내 C36BL 복합시설 신축공사,검토 및 현지조사 의뢰,17.30,374
20190186,내당3지구 지역주택조합 주거복합시설 신축공사,제출완료,22.00,375
20190187,"전주시 고사동 오피스텔 신축공사(트윈팰리스 A,B)",제출완료,13.32,376
20190188,전주시 고사동 오피스텔 신축공사(트윈팰리스 B),제출완료,13.32,377
20190190,대구수성지역 전기공급시설 전력구공사(범물-남 대구 지중화2차),제출완료,13.00,378
20190191,김해 어방동 소라아파트 소규모재건축정비사업,제출완료,12.36,379
20190192,판교 제2테크노밸리 다우기술 컨소시엄 사옥 개발,승인요청,26.00,380
20190193,장유농협신축공사,제출완료,15.05,381
20190194,울산광역시 서부동지구 공동주택 신축공사 1BL,제출완료,11.51,382
20190195,"중앙로 신,구 지하상가 연결사업",제출완료,14.84,383
20190196,세종 6-4생활권 UR1-1 개발사업,검토 및 현지조사 의뢰,19.44,384
20190197,세종 6-4생활권 UR1-2 개발사업,검토 및 현지조사 의뢰,18.91,385
20190198,"판교 제2테크노밸리 E8-1,2 업무시설 신축공사",승인요청,19.55,386
20190199,울산광역시 서부동 2BL 공동주택 신축공사,제출완료,18.11,387
20190200,대구 북구-서구지역 전기공급시설 전력구공사 (팔달-서침산 2차),제출완료,11.00,388
20190201,대구 북구-서구지역 전기공급시설 전력구공사 (팔달-서침산 2차),협의요청,11.00,389
20190202,두정동 일반상업시설용지 효성골든프라자 신축공사,제출완료,15.10,390
20190203,역삼동 826번지 복합시설 신축공사,사업 등록 완료,25.00,391
20190204,죽전3구역 주택재건축 정비사업 신축공사 소규모지하안전영향평가,승인요청,12.51,392
20190205,팔달동 주택재건축 정비사업 신축에 따른 소규모지하안전영향평가,협의요청,19.00,393
20190206,광주광역시 동구 금남로2가 복합시설 신축공사,제출완료,14.50,394
20190207,판교 제2테크노밸리 글로벌비즈센터 건립사업,승인요청,17.85,395
20190208,"㈜제넥신, ㈜프로젠 마곡 R&amp;D센터 신축공사",승인요청,15.56,396
20190209,중앙역세권 한마음빌딩 신축공사,제출완료,19.00,397
20190210,㈜한독 마곡 R&amp;D센터 신축공사,승인요청,15.56,398
20190211,정부세종신청사 소규모지하안전영향평가용역,검토 및 현지조사 의뢰,18.00,399
20190212,광양 성황도이지구 L-2 BL 공동주택 신축공사,제출완료,10.90,400
20190213,안양동 676-7번지 근린생활시설 신축공사,제출완료,1988.00,401
20190214,대구 진천동 라온프라이빗 주상복합 신축공사,제출완료,26.00,402
20190215,본리동 더퍼스트 주거복합 신축공사,승인요청,20.70,403
20190216,광주광역시 동구 수기동 로머스파크 주상복합 신축공사,제출완료,18.50,404
20190217,범어동 OO주상복합 신축공사 지하안전영향평가 용역,승인요청,24.00,405
20190218,행복도시 4-1생활권 H2블럭 공공지원 민간임대리츠,제출완료,12.00,406
20190219,행정중심복합도시 6-4생활권 CB1-3블럭 근린생활시설 신축공사,검토 및 현지조사 의뢰,12.90,407
20190220,행정중심복합도시 6-4생활권 CB1-4블럭 근린생활시설 신축공사,검토 및 현지조사 의뢰,12.35,408
20190221,대구시 달서구 두류동 주상복합 개발사업,제출완료,19.00,409
20190222,현대백조타운 주택재건축정비사업,제출완료,10.65,410
20190223,세종특별자치시 1-5생활권 C37-3BL 관광호텔 및 근린생활시설 신축공사,제출완료,27.00,411
20190224,문경시 모전동 862-2번지 신축공사 지하안전영향평가,제출완료,15.32,412
20190225,오산세교 오피스텔 신축사업,승인요청,19.84,413
20190226,동인동1가 주상복합 신축공사,제출완료,24.00,414
20190227,광산구 쌍암동 주상복합 신축공사,승인요청,33.00,415
20190228,지하철 승강편의시설  설치 소규모 지하안전영향평가용역(3-2)(낙성대역 #8 출입구),제출완료,12.00,416
20190229,대구 북구지역 전기공급시설 전력구공사,제출완료,19.50,417
20190230,울산약수마을 지역주택조합 아파트 신축공사,승인요청,12.50,418
20190231,원주시 흥업리 1830-4근생 및 오피스텔신축공사,제출완료,14.55,419
20190232,2018 지하철 승강편의시설 소규모 지하안전영향평가 대행용역(3-3) 독립문역 4번 출구,승인요청,14.00,420
20190234,대구 연세병원 신축공사,승인요청,18.00,421
20191239,창원안민 공공지원 민간임대주택사업 소규모 지하안전영향평가용역,제출완료,15.00,422
20191240,울산역 복합환승센터 주변 기반시설 정비공사 지하안전영향평가,제출완료,19.16,423
20191241,춘천시 퇴계동 1070 생활숙박시설 신축공사,제출완료,16.44,424
20191242,대구광역시 달서구 감삼동 주상복합 신축공사,제출완료,12.00,425
20191244,나주 빛가람지역주택조합 코오롱하늘채 건설공사,승인요청,10.63,426
20191245,광주 주월동 지역주택조합 주상복합 신축공사,정보수정중,14.96,427
20191246,동안구 호계동 927-9번지 외 1필지 신축공사,승인요청,14.78,428
20191247,사하구 신평동 주상복합 신축공사,제출완료,11.00,429
20191248,서봉덕 주택재개발사업 정비사업 소규모지하안전영향평가,승인요청,12.00,430
20191249,고덕비즈밸리 자족기능시설용지 자족 5-4 업무시설 신축공사,제출완료,19.00,431
20191250,평리2재정비촉진구역주택정비사업,제출완료,16.47,432
20191251,과천 Smart K Platform 신축설계용역,제출완료,19.50,433
20191252,경기도 부천시 중동 1151-5번지 주상복합신축공사 소규모지하안전영향평가,제출완료,13.61,434
20191254,연제구 연산동 숙박시설 신축공사,승인요청,24.00,435
20191255,해운대구 중동(1381-5번지) 복합시설 신축공사,승인요청,19.00,436
20191256,이천 굿모닝물류(주) 창고시설 신축공사,승인요청,19.25,437
20191257,성수동 복합시설 신축공사,제출완료,19.70,438
20191258,김해장유 여객터미널 신축공사,사업 등록 완료,16.15,439
20191323,광주도시철도2호선 1단계,승인완료,36.81,440
20191332,구미국가산단 제4단지 완충저류시설,승인완료,19.20,441
20191348,김포시 월곶면 군하리 427-1번지 하수처리시설 증설사업,승인완료,11.30,442
20191359,남양주시 다산동 5841-1번지 일원 다산신도시 별내선 지하연결통로 설치공사,제출완료,16.95,443
20191368,"남양주시 평내동 588-3번지 종합행정타운 주차장 설치공사
(평내동 종합행정타운 주차장 설치공사)",승인완료,11.92,444
20191382,"대전광역시 서구 만년로68번길 50(만년동), 대전 서구 만년동 369 ",승인완료,42.20,445
20191396,대전시 송촌동 458 주차환경개선사업,제출완료,16.64,446
20191404,도남정수장 확장공사,승인완료,19.90,447
20191456,서울 강남구 역삼동 635-1 역삼문화공원 지하주차장 건설,제출완료,22.80,448
20191486,서울 금천구 벚꽃로 309 가산디지털단지역 4번 확장,승인완료,12.72,449
20191491,서울 동대문구 신설동역 승강편의시설 설치,승인완료,12.14,450
20191557,서울 중구 예장동 8-145외 애니메이션센터 재건축공사,승인완료,19.66,451
20191564,서울 중랑구 상봉동 91-4외 케이티앤지 복합개발,제출완료,30.40,452
20191583,서울시 강남구 역삼동 635-1 역삼문화공원 지하주차장 건설,승인완료,22.80,453
20191598,서울시 강북구 미아동 811-2 복합시설 신축,승인완료,19.60,454
20191606,서울시 강서구 화곡동 까치산역 2번출구 승강편의시설 설치,승인완료,13.99,455
20191610,서울시 구로구 구로동 107-3 나라키움 복합관사 개발사업,제출완료,17.88,456
20191643,서울시 망원 배수구역 침수해소사업,승인완료,22.14,457
20191664,서울시 성북구 동소문동1가 1-4 외1 창작연극지원시설 신축,승인완료,18.86,458
20191680,서울시 은평구 구산역 3번출입구 승강편의시설 설치,제출완료,14.11,459
20191683,서울시 종로구 무악동 독립문역 3번출구 승강편의시설 설치,제출완료,13.10,460
20191705,서초구 방배동 함지B/D(가칭) 신축공사 소규모 지하안전영향평가 용역,제출완료,17.86,461
20191713,세종 4-1생활권 C5-1블록 근린생활시설 신축,승인완료,11.30,462
20191724,속초시 동명동 300 일원 춘천지방법원 속초지원청사 신축,승인완료,13.91,463
20191755,안산시 고잔동 537-7번지 외1필지 오피스텔 신축,제출완료,30.21,464
20191763,"안산시 성포동 593-4,5번지 사랑의 병원 증축공사",제출완료,23.36,465
20191764,안성 복합유통시설(스타필드) 진입도로 개설공사,승인완료,22.69,466
20191779,안양시 만안구 안양동 668번지 일원 수암천 하천정비사업,승인완료,21.50,467
20191780,안양시 만안구 안양동 668번지 일원수암천 하천정비사업,제출완료,21.50,468
20191797,어천-공주 지방도 확포장공사 지하차도,승인완료,17.80,469
20191813,오산시 내삼미동 242-3 외20 경기도 재난안전종합체험관 신축,승인완료,17.14,470
20191870,인천 부평구 삼산동 325-370외 부평정수장 도수관로 정비공사,평가서결재중,12.00,471
20191888,가정지구 근린생활시설 및 업무시설 신축공사,제출완료,14.37,472
20191892,인천시 미추홀구 도화동 377-1번지 외5필지 주상복합 신축,정보수정중,21.19,473
20191922,영종하늘도시 RC2블록 주상복합 신축공사,제출완료,16.77,474
20191939,"충청남도 천안시 서북구 불당23로 66(불당동), 천안시 불당지구 우수저류시설 ",승인완료,12.14,475
20191949,"충청북도 청주시 흥덕구 비하로12번길 42(비하동), 청주시 흥덕구 비하동 793-1번지 ",승인완료,13.99,476
20191955,태화 자연재해 위험 개선지구 정비사업,제출완료,13.60,477
20191956,태화 자연재해위험 개선지구 정비사업,제출완료,13.60,478
20191972,평택시 고덕택지지구 서정리역세권 공공시설 신축공사,승인완료,12.60,479
20192027,화성시 동탄2택지개발지구 일상3BL-8LT 오피스텔 신축공사 소규모지하안전영향평가 용역,제출완료,19.28,480
20192031,화성시 봉담 오피스텔 신축공사 소규모지하안전영향평가,제출완료,18.48,481
