saupNo,saupNm,saupClass,groupCd,groupNm,zipNo,addr,staPlanYmd,endPlanYmd,constCost,maxDigDepth,digCapacity,digArea,devCorpNm,proStage,no
20240326,(재협의)심곡동 주상복합 신축공사,건축물의 건축,F04884,(주)태진종합건설,14639,"경기도 부천시 원미로37번길 20, 132-4 (심곡동)",20241201,20261231,28000.00,21.25,0.00,0.00,,제출완료,1
20240327,신길동 235외 1필지 파자상가 주거복합 신축공사 지하안전평가(재협의),건축물의 건축,F06750,파자상가재건축조합,07362,"서울특별시 영등포구 신길로 156, 외 1필지 (신길동)",20240801,20270731,21500.00,24.20,0.00,0.00,,제출완료,1
20240328,(재협의)초량3구역 재개발사업,도시개발,F02063,초량3구역주택재개발정비사업조합,48800,"부산광역시 동구 홍곡로23번길 7, 초량3동 659번지 일원 (초량동)",20241031,20271030,98000.00,18.82,0.00,0.00,,제출완료,1
20240329,서리풀 지구단위계획 특별계획구역 A 개발사업(남측부지),대통령령으로 정하는 시설,F06749,에스비씨피에프브이 주식회사,06660,"서울특별시 서초구 명달로 109 (서초동, 도무스)",20240916,20281130,358900.00,61.62,0.00,0.00,에스비씨피에프브이 주식회사,제출완료,1
20240330,서리풀 지구단위계획 특별계획구역 A 개발사업(북측부지),대통령령으로 정하는 시설,F06749,에스비씨피에프브이 주식회사,06660,"서울특별시 서초구 명달로 109 (서초동, 도무스)",20240916,20281130,358900.00,35.76,0.00,0.00,에스비씨피에프브이 주식회사,제출완료,1
20240332,부산광역시 기장군 연화리 관광호텔 신축공사,건축물의 건축,F06754,(주)도율,46082,부산광역시 기장군 기장읍 기장해안로 434,20241001,20271031,21000.00,18.36,0.00,0.00,주식회사 도율,제출완료,1
20240333,광주광역시 서구 농성동 393-72외 22필지 개발사업,건축물의 건축,F05312,KB부동산신탁,61935,"광주광역시 서구 죽봉대로 12, 393-72 (농성동)",20240901,20270731,38060.00,22.26,0.00,0.00,,제출완료,1
20240334,천안시 상습정체구간 청삼지하차도 소규모지하안전영향평가용역,도로건설,B00128,충청남도 천안시,31162,충청남도 천안시 동남구 삼룡동 401-7,20250101,20271231,61200.00,15.80,0.00,0.00,,제출완료,1
20240335,광명시 하안동 323-1번지 신원의료재단 신사옥 신축공사,건축물의 건축,F06755,의료법인 신원의료재단,14303,경기도 광명시 하안동 323-1번지 (하안동),20250101,20261231,30000.00,20.60,0.00,0.00,,제출완료,1
20240336,(재협의)서구 암남동 2-21일원 미진 이지비아 공동주택 신축공사,도시개발,F00259,미진건설주식회사,49260,부산광역시 서구 천해로 38 (암남동),20241101,20270930,228500.00,25.10,0.00,0.00,미진건설(주),제출완료,1
20240338,덕소5A구역 도시환경정비사업,도시개발,F06751,덕소5A구역재개발정비사업조합,12205,"경기도 남양주시 와부읍 덕소로 67-22, 일원 (인정하이츠아파트)",20191201,20231231,216000.00,32.21,0.00,0.00,,제출완료,1
20240339,(재협의)(재협의)화성병점 복합타운 상업 2BL 라이브오피스 신축공사,도시개발,F04708,(주)무궁화신탁,18418,경기도 화성시 진안동 832-48번지 일원,20230601,20251201,184000.00,23.11,0.00,0.00,,사업 등록 완료,1
20240340,(재협의)울산 중구 학성동 지역주택조합 신축공사,도시개발,F03771,학성동지역주택조합,44517,"울산광역시 중구 학성7길 11-7, 일원 (학성동)",20220301,20240930,450000.00,17.25,0.00,0.00,,제출완료,1
20240341,(재협의)(재협의)화성병점 복합타운 상업 3BL 라이브오피스 신축공사,도시개발,F04708,(주)무궁화신탁,18367,경기도 화성시 진안동 832-44번지 일원 ,20230601,20251201,108000.00,21.72,0.00,0.00,,사업 등록 완료,1
20240343,영등포구 양평동 유성빌라 가로주택 정비사업,도시개발,F06747,양평유성빌라가로주택정비사업조합,07201,"서울특별시 영등포구 양평로30나길 9 (양평동6가, 유성빌라)",20250730,20270930,25100.00,13.07,0.00,0.00,,제출완료,1
20240344,한양 컨트리클럽 클럽하우스 신축공사,체육시설 설치,F06762,(주)한양컨트리클럽,10293,"경기도 고양시 덕양구 고양대로1643번길 164, 서울한양C.C클럽하우스 (원당동)",20240701,20260630,40000.00,15.05,0.00,0.00,(주)한양컨트리클럽,제출완료,1
20240345,흑석11재정비촉진구역재개발정비사업,도시개발,F03057,흑석11재정비촉진구역재개발정비사업조합,06983,서울특별시 동작구 현충로14길 15 (흑석동),20241101,20260531,550000.00,38.76,0.00,0.00,,제출완료,1
20240346,(재협의)양산복지아파트주택재건축정비사업,도시개발,F01937,복지아파트재건축정비사업조합,50595,"경상남도 양산시 물금읍 오봉로 185, 복지아파트 (근로자복지아파트)",20241101,20281101,126000.00,19.50,0.00,0.00,,제출완료,1
20240347,대한예수교장로회 동탄초청교회 소규모지하안전평가,도시개발,F06757,대한예수교장로회동탄초청교회,18494,"경기도 화성시 동탄신리천로8길 15 (신동, 동탄2엘에이치40단지)",20250315,20260215,9000.00,12.43,0.00,0.00,,제출완료,1
20240348,해운대구 중동 1752번지 일원 주상복합 신축공사 지하안전평가 용역,도시개발,F06764,주식회사유퍼스트디벨로퍼,48095,"부산광역시 해운대구 중동1로17번길 10-9, 일원 (중동)",20250901,20300831,1477670.00,33.70,0.00,0.00,,사업 등록 완료,1
20240349,불당중계펌프장 오수관 직관 설치공사,도시개발,B00128,충청남도 천안시,31170,충청남도 천안시 서북구 불당동 및 쌍용동 일원,20240901,20270331,28613.00,21.71,0.00,0.00,,제출완료,1
20240350,울산미포국가산단(제3분구) 완충저류시설 설치사업,건축물의 건축,F00189,울산광역시청,44778,울산광역시 남구 여천동 363-84 (여천동),20240901,20270228,49300.00,19.50,0.00,0.00,,제출완료,1
20240351,서울빌라가로주택정비사업,건축물의 건축,F06769,서울빌라가로주택정비사업조합,07609,"서울특별시 강서구 양천로14길 99, 비동 303호 (방화동, 서울빌라)",20250401,20260731,14600.00,12.95,0.00,0.00,,제출완료,1
20240352,울산다운2 지구외 태화강 횡단 차집관로 설치공사 소규모 지하안전평가,도시개발,F06760,한국토지주택공사(본사),44409,울산광역시 중구 다운7길 75-1 (다운동),20241001,20250331,1500.00,16.50,0.00,0.00,,제출완료,1
20240354,하남미사 시니어시설 신축공사,대통령령으로 정하는 시설,F06761,신한라이프케어 주식회사,12929,경기도 하남시 덕풍동 846,20241001,20251231,38000.00,13.05,0.00,0.00,,제출완료,1
20240355,함안지역 전기공급시설 전력구공사(군북~가야),에너지개발,F00354,한국전력공사 남부건설본부,52066,경상남도 함안군 군북면 모로리 383 일원,20240601,20271031,30400.00,38.17,910.00,0.00,,제출완료,1
20240356,삼성동 157-21 업무시설 신축공사,건축물의 건축,F06770,박진균,06168,"서울특별시 강남구 테헤란로81길 10, 삼성동 157-21 (삼성동)",20250501,20270430,16000.00,19.95,0.00,0.00,,제출완료,1
20240358,동부산 아쿠아월드 복합시설 신축공사,건축물의 건축,F06772,(주)골드시코리아인베스트먼트,46084,부산광역시 기장군 기장읍 시랑리 719,20241001,20271001,270000.00,12.10,0.00,0.00,(주)골드시코리아인베스트먼트,제출완료,1
20240359,천안 성성8 도시개발사업 공동주택 신축공사,도시개발,F06774,주식회사 제이비스,31078,"충청남도 천안시 서북구 공단로 78-65, 일원 (성성동) 일원",20240930,20270228,65560.00,11.02,0.00,0.00,,제출완료,1
20240360,서초구 서초동 1330-15 근생 및 업무시설 신축공사,건축물의 건축,F06776,박운용,06626,"서울특별시 서초구 서초대로78길 46, 1330-15 (서초동)",20241001,20261231,30000.00,19.85,0.00,0.00,,제출완료,1
20240361,검단 박물관도서관 복합문화시설 신축공사,건축물의 건축,F06775,인천도시공사,22632,인천광역시 서구 불로동 643 일원,20250301,20270930,91400.00,19.40,0.00,0.00,,제출완료,1
20240362,(재협의)거제동 439-10 주상복합 신축공사 소규모 지하안전평가,건축물의 건축,F04221,케이비부동산신탁(주),47509,부산광역시 연제구 월드컵대로226번길 24 (거제동),20220801,20251031,40000.00,12.80,0.00,0.00,,제출완료,1
20240363,청량리 KT부지 도시형생활주택 신축공사,건축물의 건축,F06779,마스턴제83호청량피에프브이,02484,서울특별시 동대문구 홍릉로 58 (청량리동),20241001,20251001,48700.00,17.28,0.00,0.00,마스턴제83호청량피에프브이,제출완료,1
20240364,비씨카드 신금융연구소 신축공사,건축물의 건축,F06777,비씨카드(주),12902,경기도 하남시 미사대로 380 (망월동),20241001,20260630,55000.00,17.07,0.00,0.00,,제출완료,1
20240366,(재협의)송도동 30-8번지 (국제업무지구B6-2BL) 주차전용 건축물 신축공사,건축물의 건축,F06302,에스디피플래닝 주식회사,22007,"인천광역시 연수구 아트센터대로 198, 연수구 송도동 30-8 (송도동)",20240330,20260930,100800.00,17.28,0.00,0.00,,제출완료,1
20240368,과천 주암 장군마을 주택재개발 정비사업,건축물의 건축,F03163,주암장군마을주택재개발정비사업조합,13818,"경기도 과천시 장군마을길 34, 과천시 주암동 63-9번지 일원 (주암동, 청기와빌라)",20250115,20270315,271951.00,17.23,0.00,0.00,,제출완료,1
20240371,(재협의)경기도 광주시 경안동 업무시설(오피스텔) 및 도시형생활주택 신축공사,건축물의 건축,F02963,주식회사 윤화,12758,"경기도 광주시 광주대로 23 (경안동), 경안동 25-6외 4필지",20240930,20270930,34000.00,19.96,0.00,0.00,,제출완료,1
20240372,대잠동 행복아파트2단지 소규모 재건축사업,도시개발,F06711,대잠동행복아파트2단지소규모재건축사업조합,37662,"경상북도 포항시 남구 행복길 56, 대잠동,행복아파트 (대잠동, 행복아파트)",20250331,20270331,79000.00,10.02,0.00,0.00,,사업 등록 완료,1
20240373,한남제일교회 성전 신축공사,건축물의 건축,F06771,(재)대한예수교장로회서울노회유지재단,04404,"서울특별시 용산구 이태원로36길 24, 한남동 732-1,40,41,42,53,67번지 (한남동)",20241030,20260430,13800.00,17.05,0.00,0.00,,제출완료,1
20240374,한강하류권 4차 급수체계조정사업 시설공사(1공구),수자원개발,F06782,한국수자원공사,10867,경기도 파주시 경의로 1633 (하지석동),20241001,20250331,21000.00,15.92,0.00,0.00,,제출완료,1
20240375,장위 11-2구역 가로주택정비사업,건축물의 건축,F06784,장위11의2가로주택정비사업조합,02769,"서울특별시 성북구 화랑로19가길 8-6, 일원 (장위동, 우송빌라)",20250707,20271210,110000.00,11.43,0.00,0.00,,제출완료,1
20240376,동복지구 배수개선사업 저류지 증설사업 ,수자원개발,F06739,제주시청,63348,제주특별자치도 제주시 구좌읍 김녕리 5226-1번지,20250101,20251231,2100.00,10.70,0.00,0.00,,제출완료,1
20240377,대구의료원 통합외래진료센터 건립공사,도시개발,F06756,대구의료원,41845,대구광역시 서구 평리로 157 (중리동),20240930,20270530,837000.00,18.99,0.00,0.00,,제출완료,1
20240378,(재협의)덕소5A구역 재개발정비사업,도시개발,F06751,덕소5A구역재개발정비사업조합,12205,"경기도 남양주시 와부읍 덕소로 67-22, 일원 (인정하이츠아파트)",20250901,20290930,312000.00,36.93,0.00,0.00,,제출완료,1
20240379,동천 본류 비점오염 저감사업,대통령령으로 정하는 시설,B00030,부산광역시 부산진구,47283,부산광역시 부산진구 신천대로 88 (부전동),20241201,20270831,298.00,19.76,0.00,0.00,,제출완료,1
20240381,마산의료원 증축사업 설계용역,도시개발,F07157,경상남도마산의료원,51264,"경상남도 창원시 마산합포구 완월동7길 74, 장군동4가 26-2, 중앙동3가 3-3 (장군동4가)",20250515,20270817,48000.00,10.90,0.00,0.00,,제출완료,1
20240382,금천구 독산동 역세권활성화사업,건축물의 건축,F06681,독산아이알디피에프브이 주식회사,08580,"서울특별시 금천구 시흥대로 378, 서울특별시 금천구 독산동 1030-1, 1030-4번지 일원 (독산동)",20240801,20280229,380000.00,34.42,0.00,0.00,,제출완료,1
20240383,"기흥힉스 도시첨단산업단지 내 산업시설용지-2,3 신축공사중 소규모 지하안전평가용역",도시개발,F03667,금당테크놀로지,17095,경기도 용인시 기흥구 영덕동 95-47번지 일원,20241001,20270331,280000.00,18.72,0.00,0.00,,제출완료,1
20240385,"성수동2가 273-18, 273-35 업무시설",건축물의 건축,F02586,주식회사 무신사,04783,"서울특별시 성동구 성수이로20길 12, 서울특별시 성동구 성수동2가 273-18 (성수동2가)",20241001,20270331,93000.00,32.43,0.00,0.00,,제출완료,1
20240386,삼전동 53-8일대 가로주택정비사업,도시개발,F06773,삼전동쌍용하이츠빌라 가로주택정비사업조합,05596,"서울특별시 송파구 삼전로2길 53, 일대 (삼전동, 쌍용하이츠빌라)",20241231,20261231,20700.00,13.97,0.00,0.00,,제출완료,1
20240387,소사본동 277-30번지 일원 가로주택정비사업조합 신축공사,도시개발,F06679,소사본동277의30번지일원가로주택정비사업조합,14765,"경기도 부천시 소사구 소사로160번길 99-18, 일원 (소사본동)",20241101,20271130,36025.00,12.40,0.00,0.00,,제출완료,1
20240388,"인천 서구 심곡동 248-3,8,9번지 신축공사",건축물의 건축,F06789,이종상,22727,인천광역시 서구 서곶로 281-1 (심곡동),20250303,20261030,50000.00,17.00,0.00,0.00,,사업 등록 완료,1
20240389,효성동 상록삼익세림 소규모재건축정비사업조합 아파트 신축공사,도시개발,F06790,효성동상록삼익세림 소규모재건축정비사업조합,21103,"인천광역시 계양구 봉오대로546번길 6 (효성동, 상록빌라)",20250601,20280228,45900.00,13.27,0.00,0.00,,제출완료,1
20240390,우성4차아파트 및 주변 가로주택정비사업,도시개발,F06164,케이비부동산신탁(주),16091,"경기도 의왕시 장승길 3 (삼동, 우성4차아파트)",20250201,20280201,150000.00,14.28,0.00,0.00,,제출완료,1
20240391,경기도 김포시 사우4구역 공동주택 신축공사,건축물의 건축,F00357,(주)문장건설,10110,"경기도 김포시 돌문로15번길 36-34, - (사우동)",20240731,20270930,242000.00,19.71,0.00,0.00,,제출완료,1
20240393,"용인반도체 클러스터 일반산업단지 용수공급시설(공업, 생활용수) 추진관로-22 지하안전평가 사업",산업입지 및 산업단지조성,F03430,용인일반산업단지(주),17323,경기도 이천시 부발읍 중부대로 1701-24,20250201,20250731,5500.00,9.00,32.20,0.00,용인일반산업단지,제출완료,1
20240396,부산기장 A1BL 공공지원 민간임대주택사업 신축공사,건축물의 건축,F02323,금호건설 주식회사,46081,부산광역시 기장군 기장읍 청강리 880번지,20250113,20280113,425100.00,19.87,0.00,0.00,,제출완료,1
20240397,강동구 길동 415-1번지 신축공사(천호동 성결교회),대통령령으로 정하는 시설,F06794,기독교대한성결교회 천호동교회,05354,"서울특별시 강동구 양재대로111길 51, 천호동성결교회 (길동)",20241201,20261231,35000.00,17.81,0.00,0.00,,제출완료,1
20240398,"강남구 역삼동 700-5,6번지 업무시설 신축공사",건축물의 건축,F06767,장기수,06147,"서울특별시 강남구 언주로 512, 역삼동 700-5,6번지 (역삼동)",20241101,20260630,121000.00,19.94,0.00,0.00,,제출완료,1
20240399,(재협의)안산 글로벌 클라우드센터 신축공사 설계용역,건축물의 건축,F06419,이지스안산부동산일반사모모투자회사,15437,경기도 안산시 단원구 시우로 53 (초지동),20240901,20270331,514200.00,13.26,0.00,0.00,,제출완료,1
20240400,5호선 길동역 승강편의시설 설치공사,철도(도시철도)건설,F01987,서울교통공사,05351,"서울특별시 강동구 양재대로 1484, 391-15 (길동)",20240930,20270318,9850.00,16.00,0.00,0.00,,제출완료,1
20240401,성남시 금광동4071 가로주택정비사업,도시개발,F06639,금광동4071번지일원가로주택정비사업조합,13171,"경기도 성남시 중원구 산성대로434번길 9, 금광동 4071일원 (금광동)",20251201,20290228,96400.00,23.40,0.00,0.00,,제출완료,1
20240402,위례지구 A1-14BL 공공주택 건설공사,도시개발,F06699,서울주택도시공사,05775,서울특별시 송파구 거여동 647,20241231,20271231,165700.00,10.77,0.00,0.00,,제출완료,1
20240403,"대전 유성구 봉명동 449-4,13 공공지원 민간임대주택 신축공사",산업입지 및 산업단지조성,F02107,(주)이랜드건설,34179,대전광역시 유성구 계룡로88번길 16 (봉명동),20241101,20270630,100000.00,22.10,0.00,0.00,,사업 등록 완료,1
20240404,인천 신흥동 주상복합 신축공사,건축물의 건축,F02107,(주)이랜드건설,22334,인천광역시 중구 서해대로262번길 12 (신흥동3가),20240901,20270228,410.00,12.78,0.00,0.00,,사업 등록 완료,1
20240405,무주 설천-무풍 도로시설개량공사,도로건설,F06793,익산지방국토관리청,55552,"전북특별자치도 무주군 설천면 장평길 18-11, 장덕리 286",20250303,20320302,84872.00,17.78,440.00,0.00,,제출완료,1
20240406,(재협의)동부간선도로 지하화 민간투자사업,도로건설,F05854,동서울지하도로 주식회사,04802,서울특별시 강남구 청담동,20230701,20280630,987400.00,33.87,1069.60,0.00,동서울지하도로 주식회사,제출완료,1
20240407,서울특별시 노원구 상계동 상계주공5단지 재건축사업,건축물의 건축,F00188,한국자산신탁,01753,"서울특별시 노원구 동일로216길 47, 상계주공5단지아파트 (상계동, 상계주공5단지아파트)",20250901,20290901,255000.00,17.13,0.00,0.00,,정보수정중,1
20240409,"제2경춘국도(남양주-춘천) 도로건설공사(제3,4공구) ",도로건설,B00326,원주지방국토관리청,12449,경기도 가평군 청평면 상천리~경기도 가평군 가평읍 하색리 일원,20241001,20310930,599000.00,46.95,1721.00,0.00,,정보수정중,1
20240410,성남 복정1지구 업무1-2BL 업무시설 신축공사,도시개발,F06796,주식회사 복정토지개발,13114,"경기도 성남시 수정구 헌릉로912번길 12, 성남시 복정1지구 업무 1-2BL (복정동)",20250101,20271231,80000.00,28.20,0.00,0.00,,제출완료,1
20240412,시흥중앙새마을금고 본점 신축설계 소규모 지하안전평가,건축물의 건축,F06798,시흥중앙새마을금고,14912,"경기도 시흥시 비둘기공원5길 4, 532-2, 5 (대야동)",20241202,20260731,20000.00,15.61,0.00,0.00,,사업 등록 완료,1
20240414,(재협의)국도77호 원청사거리 교차로 개선공사,도로건설,F06215,충청남도건설본부,32157,충청남도 태안군 남면 마검포길 4,20200707,20241130,18905.00,12.94,502.00,0.00,,제출완료,1
20240415,평동산단 완충저류시설 설치사업,건축물의 건축,F02777,광주광역시 종합건설본부,62453,"광주광역시 광산구 월전로 11, 원두공원 일대 (월전동)",20251201,20281101,116300.00,14.90,0.00,0.00,,제출완료,1
20240416,오류동 현대연립 주택재건축 정비사업,도시개발,F06795,오류동현대연립재건축정비사업조합,08343,"서울특별시 구로구 오류로 62-15 (오류동, 현대타운)",20250401,20280131,173500.00,17.77,0.00,0.00,,제출완료,1
20240417,동북아 LNG HUB 송출주배관 건설공사,에너지개발,F06801,동북아엘엔지허브터미널 주식회사,59614,"전라남도 여수시 여수산단로 1027, 월내동 1089-8 (월내동)",20241130,20270531,87600.00,65.91,0.00,0.00,,제출완료,1
20240419,역삼동 776-22 근린생활시설 신축공사,건축물의 건축,F06802,대익디컨주식회사,06227,서울특별시 강남구 논현로 334 (역삼동),20240901,20250901,5000.00,19.31,0.00,0.00,,제출완료,1
20240420,(재협의)온천장 지역주택조합 주상복합 신축공사,도시개발,F02171,온천장지역주택조합,47708,부산광역시 동래구 온천장로125번길 29-7 (온천동) 일원,20250101,20281231,349673.00,22.20,0.00,0.00,온천장 지역주택조합,제출완료,1
20240421,청주 강서2지구 지역주택조합 공동주택 신축공사,도시개발,F06780,강서2지구지역주택조합,28376,충청북도 청주시 흥덕구 가로수로1120번길 34 (비하동) 일원,20241001,20280430,372600.00,27.00,0.00,0.00,,제출완료,1
20240422,하수도정비 중점관리지역(수민배수구역) 정비사업,도시개발,B00031,부산광역시 동래구,47887,부산광역시 동래구 온천천로 321 (수안동),20241201,20270228,31200.00,17.90,0.00,0.00,,제출완료,1
20240423,인천광역시 신청사 건립사업,도시개발,F02911,인천광역시 종합건설본부,21554,"인천광역시 남동구 정각로 35, 1138번지 일원 (구월동)",20250315,20281215,255000.00,21.66,0.00,0.00,,제출완료,1
20240424,(재협의)RBW 자양동 사옥 신축공사,건축물의 건축,F06453,주식회사 알비더블유(RBW),05051,서울특별시 광진구  자양동 680 ,20240401,20250630,2000.00,19.21,0.00,0.00,,정보수정중,1
20240425,(재협의)신안산선 복선전철 민간투자사업,철도(도시철도)건설,F01981,넥스트레인주식회사,15592,"경기도 안산시 상록구 광덕대로 35, 해안로 615 (사동)",20241001,20261231,22600.00,67.37,0.00,0.00,넥스트레인,제출완료,1
20240426,진안 공공하수처리시설 증설 기본 및 실시설계 용역 소규모 지하안전평가,도시개발,B00148,전북특별자치도 진안군,55422,전북특별자치도 진안군 진안읍 학천변길 99,20250101,20261231,20400.00,14.00,0.00,0.00,,제출완료,1
20240427,인천시청역 엘리베이터 설치공사 소규모 지하안전평가 용역,도시개발,F06194,인천교통공사,21551,인천광역시 남동구 예술로 지하264 (간석동),20240610,20241206,43.22,11.00,0.00,0.00,,사업 등록 완료,1
20240428,인천 신흥동 임대주택 신축공사,도시개발,F02107,(주)이랜드건설,22334,"인천광역시 중구 서해대로262번길 3, 31-27외 2필지 (신흥동3가)",20240930,20270228,187400.00,12.78,0.00,0.00,,제출완료,1
20240429,안성시 삼죽면 미장지구 물류센터 신축공사,건축물의 건축,F06805,비스앤컴퍼니,17517,"경기도 안성시 삼죽면 노루목2길 18, 경기도 안성시 삼죽면 미장리 산 39-4",20250701,20280630,16630.00,25.00,0.00,0.00,,제출완료,1
20240430,강남구 압구정동 520번지 신축공사,건축물의 건축,F06806,케이제이,06009,서울특별시 강남구 압구정로 421 (압구정동),20241101,20251231,3960.00,12.77,0.00,0.00,,제출완료,1
20240433,(재협의)화성시 봉담읍 동화2지구 지역주택조합 아파트 신축공사,도시개발,F05892,동화2지구지역주택조합,18298,"경기도 화성시 봉담읍 동화역말길 73-15, 화성시 봉담읍 동화리 238-31번지 동화2지구",20240901,20270901,96024.00,15.78,0.00,0.00,,제출완료,1
20240434,성원애드피아 하남 신사옥 신축공사(재협의),건축물의 건축,F06345,(주)성원애드피아,12938,"경기도 하남시 미사강변중앙로 22, 경기도 하남시 풍산동 616번지(하남미사지구 자족22블럭) (풍산동)",20240901,20271031,152500.00,32.85,0.00,0.00,,제출완료,1
20240435,방촌2 빗물펌프장 증설사업,수자원개발,F06809,대구광역시,41149,"대구광역시 동구 화랑로 454, 일원 (방촌동)",20250101,20261231,10321.00,11.60,0.00,0.00,,제출완료,1
20240436,여고북로123번길46-3일원 가로주택정비사업,건축물의 건축,F06810,여고북로123번길46-3일원 가로주택정비사업조합,47826,"부산광역시 동래구 여고북로123번길 46-3, 일원 (온천동)",20250318,20261231,9999.00,15.00,0.00,0.00,,사업 등록 완료,1
20240438,서울시 강서구 마곡동 14-13번지 신축공사,건축물의 건축,F06804,주식회사 바하,07522,서울특별시 강서구 양천로47나길 13-6 (마곡동),20241001,20250930,4900.00,11.44,0.00,0.00,주식회사바하,제출완료,1
20240439,(재협의)구리시 인창동 지역조합아파트 신축공사,도시개발,F03509,인창동지역주택조합,11920,경기도 구리시 동구릉로 72-1 (인창동),20211201,20240501,127200.00,11.40,0.00,0.00,,제출완료,1
20240440,시흥하중 A-1BL 공공주택 건설사업,도시개발,F00394,한국토지주택공사,14976,"경기도 시흥시 하중로 188-6, 일원 (하중동)",20241201,20270901,199864.00,13.61,0.00,0.00,,제출완료,1
20240441,"포천 양수발전소 1, 2호기 건설사업",수자원개발,F02135,한국수력원자력(주),11110,경기도 포천시 이동면 금강로 6093,20250801,20281201,1523130.00,31.08,0.00,0.00,,제출완료,1
20240442,아산 신도시센트럴시티 도시개발사업 A3BL 공동주택 신축공사 ,대통령령으로 정하는 시설,F06811,(주)하늘이앤씨,31459,충청남도 아산시 탕정면 호산리 26 일원,20241101,20280630,341500.00,18.01,0.00,0.00,(주)하늘이앤씨,제출완료,1
20240443,대연3구역 주택재개발정비사업에 따른 못골역 환기구 이설 설계변경 및 외부 E/L신설,철도(도시철도)건설,F05548,대연3구역주택재개발정비사업조합,48459,부산광역시 남구 수영로132번길 55-1 (대연동),20250301,20251031,4000.00,13.45,0.00,0.00,,사업 등록 완료,1
20240444,이천상류 판매시설 증축사업,건축물의 건축,F06807,주식회사  영원무역,17384,경기도 이천시 호법면 단천리 870번지,20241201,20260401,29500.00,13.29,0.00,0.00,,제출완료,1
20240445,ARA 연구로 부지정지공사 지하안전평가,산업입지 및 산업단지조성,F06808,한국원자력연구원,38123,"경상북도 경주시 감포읍 동해안로 1768, 대본리 1220외",20240830,20260730,61900.00,43.49,0.00,0.00,,제출완료,1
20240446,울산 중산동 공동주택 신축공사 소규모지하안전평가,도시개발,F06812,(주)대한글로벌인더스트리,44215,울산광역시 북구 약수7길 12 (중산동),20250101,20250831,493563.00,18.67,0.00,0.00,,제출완료,1
20240447,풍무역세권 도시개발사업 김포용수간선 소규모 지하안전평가 용역,도시개발,F06460,주식회사 풍무역세권개발,10111,경기도 김포시 사우로 80 (사우동),20240902,20240930,790.00,10.23,0.00,0.00,,제출완료,1
20240448,부산시 부암동 98-9번지 진양물산 근린생활시설 및 업무시설 신축공사 소규모 지하안전평가 용역,건축물의 건축,F06260,진양물산(주),47193,"부산광역시 부산진구 새싹로 73, 부암동 98-9번지 (부암동)",20241201,20250731,15000.00,15.55,0.00,0.00,,제출완료,1
20240451,인천광역시 부평구 부평동 203-20외2필지 소규모 지하안전평가,도시개발,F06815,디오스건설주식회사,21390,"인천광역시 부평구 주부토로 1, 부평구 부평동 203-20외 2필지(21, 28) (부평동)",20240930,20260929,30000.00,19.91,0.00,0.00,,제출완료,1
20240452,송암공원 공원시설 조성사업(활빛복지문화센터),건축물의 건축,F06020,새빛개발 주식회사,61742,광주광역시 남구 송하동 산25-1 외 8필,20240902,20260831,55000.00,15.46,0.00,0.00,,제출완료,1
20240453,대현산 07중블록 블록시스템 공급체계 구축공사,건축물의 건축,F05469,서울특별시,04369,"서울특별시 용산구 백범로90길 34, 한강로1가 77-3 (문배동)",20250301,20261231,6000.00,9.20,198.00,0.00,,제출완료,1
20240454,대전 도시철도2호선 건설사업,철도(도시철도)건설,F03483,대전광역시청,35041,대전광역시 중구 대흥동 237-7번지 일원 (대흥동),20241001,20271231,189000.00,21.38,0.00,0.00,,제출완료,1
20240455,충남지역 전기공급시설 전력구공사(당진화력-신석문-신송산) 3차,에너지개발,F06037,한국전력공사 중부건설본부,31700,충청남도 당진시 석문면 석문해안로 129,20221128,20230824,83638.00,81.54,3274.00,0.00,,제출완료,1
20240456,PEACH 데이터센터 지중선로 건설공사,에너지개발,F06818,유림이씨 주식회사,21330,인천광역시 부평구 주부토로 238 (갈산동),20241001,20250228,10000.00,12.06,4350.00,0.00,,사업 등록 완료,1
20240457, 논현동 92-2 교육연구시설 신축공사,도시개발,F06799,피아이에이논현피에프브이,06054,서울특별시 강남구 도산대로 322 (논현동),20241201,20271201,72100.00,47.45,0.00,0.00,,제출완료,1
20240458,"건대 특별계획구역(4-3,4-4) 업무시설 신축공사",건축물의 건축,F06819,리강피에프브이 주식회사,05073,서울특별시 광진구 아차산로 234 (자양동),20241209,20280131,346020.00,35.28,0.00,0.00,,제출완료,1
20240459,대전 서구 복수동 오량지구 공동주택 신축공사,도시개발,F06817,시티산업,35412,"대전광역시 서구 복수동로52번길 56, 대전광역시 서구 복수동 192-2번지 (복수동)",20241001,20270930,220000.00,16.15,0.00,0.00,,제출완료,1
20240460,성신아파트 소규모재건축정비사업,도시개발,F06822,성신아파트소규모재건축사업조합,21521,"인천광역시 남동구 만수로75번길 57, 5-6번지 (만수동, 성신아파트)",20250301,20270331,63900.00,17.36,0.00,0.00,,제출완료,1
20240461,성신아파트,건축물의 건축,F06111,엠제이와이파트너스(주),21521,"인천광역시 남동구 만수로75번길 57, 남동구 만수동 5-6번지 (만수동, 성신아파트)",20250301,20270331,63900.00,17.36,0.00,0.00,,사업 등록 완료,1
20240462,경의중앙선 백마~풍동2지구 구역외 도시기반시설 건설공사,도로건설,F06824,풍동2지구 도시개발사업조합,10300,경기도 고양시 일산동구 고풍로43번길 36-20 (풍동),20250101,20261231,25000.00,10.86,28.07,0.00,,제출완료,1
